realm,process,prosub,sub,V,english_words,dutch_words
Doing,Material,Material,Creative,escap,escaps | escapers | escaper | escapeing | escapement | escaped | escapped | escape | escapings | escapou | escapment | escapably | escapable | escapism | escaping | escapability,escaps | vluchters | escaper | ontsnappen | ontsnapping | ontsnapt | ontscheept | ontsnappen | ontsnappingen | escapou | onthoofding | Vermoedelijk | ontoegankelijk | escapisme | ontsnappen | ontsluitbaarheid
Doing,Material,Material,Creative,elimin,eliminering | elimines | eliminant | eliminated | eliminator | eliminate | eliminability | eliminates | eliminating | eliminable | elimine | eliminative | eliminatives | eliminent | eliminants | eliminatively | eliminational | elimination | eliminer,eliminering | elimines | eliminant | geëlimineerd | eliminator | elimineren | elimineerbaarheid | verwijdert | elimineren | verwijdbaar | elimine | eliminerend | eliminatoren | Eliminerend | eliminantia | eliminatief | eliminatie | eliminatie | eliminer
Doing,Material,Material,Creative,emerg,emergers | emergeing | emergently | emergance | emerge | emergancy | emergs | emergents | emerging | emerger | emergings | emergeant | emergent | emerges | emergement | emerged | emergeants | emergant | emergence | emergency,opwekkers | verschijnen | ontluikend | emergance | verschijnen | emergantie | EmergsCity in Ontario Canada | emergents | opkomend | expecer | opkomende effecten | emergent | emergent | komt naar boven | opkomst | opgekomen | opwekkers | emergant | opkomst | noodgeval
Doing,Material,Material,Creative,employ,employsent,Werknemer
Doing,Material,Material,Creative,enhanc,enhanceable | enhanci | enhancments | enhancings | enhanceability | enhancing | enhanceing | enhancement | enhancive | enhancment | enhanced | enhancer | enhance | enhances,verbeterbaar | enhanci | enhancments | verbeteringen | Verbeterbaarheid | verbeteren | verbetering | verbetering | enhancief | enhancment | verbeterd | versterker | verbeteren | verbetert
Doing,Material,Material,Creative,enslav,enslavability | enslavers | enslavement | enslaveable | enslaves | enslaving | enslaved | enslavings | enslavment | enslaver | enslavable | enslave | enslaveability,enslavability | enslavers | slavernij | verslaafd | enslaven | enslaving | tot slaaf gemaakt | enslavings | slavernij | enslaver | enslavable | enslave | verslaafdheid
Doing,Material,Material,Creative,erad,eradic | eradicative | erade | eradicated | erading | eradicating | eradicates | eraded | erades | eradicator | eradication | eradicate,eradic | Uitroeiend | tijdperke | uitgeroeid | laden | Uitroeiing | uitroeit | uitgewist | erades | Uitroeier | uitroeiing | uitbannen
Doing,Material,Material,Creative,evolv,evolvability | evolvable | evolvers | evolving | evolvent | evolver | evolvements | evolvings | evolves | evolvement | evolvment | evolvant | evolvents | evolved | evolve,evolvabiliteit | evolveerbaar | ontwikkelaars | evolueren | evolutionnt | evolver | Ontwikkelingen | evoluties | ontwikkelt | ontwikkeling | evolvment | evolvant | evoluenten | geëvolueerd | evolueren
Doing,Material,Material,Creative,exercis,exercise,oefening
Doing,Material,Material,Creative,expand,expand,uitzetten
Doing,Material,Material,Creative,exploit,exploit,exploit
Doing,Material,Material,Creative,explod,explode,exploderen
Doing,Material,Material,Creative,extend,extend,verlengen
Doing,Material,Material,Creative,feed,feede | feeded | feeding | feedes,fede | gevoed | voeding | voeders
Doing,Material,Material,Creative,fill up,N/A,N/A
Doing,Material,Material,Creative,fight,fighte | fightes | fightful | fighting | fighted,vecht | gevechten | strijdlustig | vechten | gevochten
Doing,Material,Material,Creative,fight against,N/A,N/A
Doing,Material,Material,Creative,fight for,N/A,N/A
Doing,Material,Material,Creative,fill,filleds | filled | fille | filling,gevuld | gevuld | file | vullen
Doing,Material,Material,Creative,flood,floodes | floode | flooded | flooding,overstromingen | overstroming | overstroomd | overstromingen
Doing,Material,Material,Creative,flow,flowes | flowing | flowed | flowness | flowe,stromen | stromend | stromend | doorstroming | stroom
Doing,Material,Material,Creative,finish,finishability | finished | finishe | finishable | finisher | finishing | finishment,finishbaarheid | voltooid | klaar | afleesbaar | afwerking | afwerking | finish
Doing,Material,Material,Creative,fix,fix,fix
Doing,Material,Material,Creative,fli,flied | fliing | flis | flyed | flying | flieds | fly,vliegen | vliegen | flis | vliegen | vliegen | vliegen | vliegen
Doing,Material,Material,Creative,forc,forcefully | forcs | forceful | forcely | forceing | forced | forcefulness | forcing | forcings | force,krachtig | vorken | krachtig | krachtig | forceren | geforceerd | krachtkracht | forceren | forceren | kracht
Doing,Material,Material,Creative,forg,forged | forging | forgs | forgeing | forge,gesmeed | smeedwerk | smids | smederij | smederij
Doing,Material,Material,Creative,fought,foughte,vocht
Doing,Material,Material,Creative,fuck,fucking | fucked | fucke,neuken | geneukt | fucke
Doing,Material,Material,Creative,fulfil,fulfillement | fulfilling | fulfils | fulfilement | fulfillability | fulfiling | fulfillness | fulfiled | fulfill | fulfillings | fulfilleds | fulfilled | fulfills | fulfillers | fulfilment | fulfiller | fulfillment | fulfilles | fulfille | fulfillable,vervulling | voldoen | voldoet | uitvoering | vervulbaarheid | vervullen | vervulling | voltooid | vervullen | voldoen | Voltooid | voldaan | voldoet | vulmachines | vervulling | vervuller | vervulling | takels | nagel | te vervullen
Doing,Material,Material,Creative,function,functionning | functioneers | functioneer | functionated | functionals | functionalizations | functionate | functionating | functionality | functionalization | functioning | functionment | functioned | functionalize | functiones | functioners | functionation | functionizing | functionalized | functionalism | functionism | functionable | functionates | functionally | functional | functionalizes | functionized | functionalizing | functionability | functione | functioner | functionned | functionize,functioneren | functioneers | functioneer | functioneel | functies | functionalisaties | functionaat | functionerend | functionaliteit | functionalisatie | werking | functie | functionerend | functionaliseren | functies | functioneerders | functionatie | functionaliseren | gefunctionaliseerd | functionalisme | functionisme | functionerend | functionaten | functioneel | functioneel | functionaliseert | ge functionaliseerd | functionaliseren | bruikbaarheid | functie | functioner | functionerend | functionaliseren
Doing,Material,Material,Creative,gain,gainfully | gaine | gaines | gaining | gaineing | gainning | gainfulness | gainful | gainings | gained,betaald | gaine | gaines | winnend | gaineing | aanwinst | Beloning | betaald | winsten | gewonnen
Doing,Material,Material,Creative,gave,gavelis | gaving | gaves | gaved,gavelis | gaven | geeft | gegeven
Doing,Material,Material,Creative,get,getful | getting | getfulness | getted | getative,getful | Getting | getfulness | getted | getatief
Doing,Material,Material,Creative,generat,generaters | generatable | generats | generater | generatic,Generatoren | Generatabel | geslachten | generator | generatisch
Doing,Material,Material,Creative,gig,gigging | gigged | gigful,gigging | gigged | gigful
Doing,Material,Material,Creative,goe,go | goeing,ga | goeing
Doing,Material,Material,Creative,been go with,N/A,N/A
Doing,Material,Material,Creative,govern,governative | governing | governness | governement | governancy | governeent | governnesses | governer | governent | governers | governability | governents | governant | governements | governning | governants | governableness | governed | governmented | governe | governes | governs | governates | governence | government | governal | governned | governance | governate | governable | governator,bestuurlijk | regerend | governmentiteit | overheid | governance | governeent | Overheden | gouverneur | regerend | gouverneurs | bestuurbaarheid | overheid | gouverneur | Regeringen | regeren | gouvernementen | bestuurbaarheid | regeerde | overheid | regeren | gouvernante | regeert | governmentaten | governance | overheid | bestuurlijk | regovered | bestuur | governmentaat | bestuurbaar | governator
Doing,Material,Material,Creative,govern with,N/A,N/A
Doing,Material,Material,Creative,grab,grabbing | grabbings | grabbed,Grijpen | Grijpen | vastgepakt
Doing,Material,Material,Creative,handl,handling | handls | handle | handled | handleing,behandeling | Handls | handvat | behandeld | Handling
Doing,Material,Material,Creative,hang,hanged | hanging | hangeing | hanges | hange,opgehangen | ophangen | ophangen | hangers | hang
Doing,Material,Material,Creative,happen,happeners | happenning | happening | happeneing | happened | happeneds | happener | happenned | happens | happennings | happenes | happene,voorvallers | gebeuren | gebeurt | gebeuren | is gebeurd | gebeurde | event | gebeurd | gebeurt | gebeurtenissen | gevallen | happenie
Doing,Material,Material,Creative,happen in,N/A,N/A
Doing,Material,Material,Creative,happen with,N/A,N/A
Doing,Material,Material,Creative,has brought about,N/A,N/A
Doing,Material,Material,Creative,has result in,N/A,N/A
Doing,Material,Material,Creative,head,headeds | headded | headness | heade | headed | headful | heades | heading,kop | hijtoegevoegd | hoofdheid | kop | hoofd | kopvol | kop | kop
Doing,Material,Material,Creative,help,helpful | helpness | helpe | helpping | helpes | helpfuls | helpfulness | helped | helpfully | helpeing | helping,nuttig | helpheid | help | helpen | Helpen | nuttig | behulpzaamheid | geholpen | behulpzaam | helpen | helpen
Doing,Material,Material,Creative,help out,N/A,N/A
Doing,Material,Material,Creative,hit,hitted | hitting,geraakt | slag
Doing,Material,Material,Creative,hit with,N/A,N/A
Doing,Material,Material,Creative,hunt,hunted | hunte | huntes | hunting | hunttings | huntely | huntting,gejaagd | jagen | jagers | jagen | jagen | jaloers | jagen
Doing,Material,Material,Creative,impact,impacters | impactfully | impacted | impactation | impactive | impacte | impaction | impactfulness | impacter | impactment | impactful | impacting,slaghoedjes | impactief | getroffen | impactatie | effectief | impact | impactie | impactvolheid | botser | impact | impactvol | impact
Doing,Material,Material,Creative,implement,implemented | implementers | implementative | implementating | implementally | implementation | implementing | implementated | implementions | implementationally | implementator | implemention | implemental | implementators | implemente | implementive | implementable | implementational | implementes | implementering | implementer | implementability,geïmplementeerd | uitvoerders | uitvoering | Uitvoering | implementerend | tenuitvoerlegging | Uitvoeringsfase | uitgevoerd | implementaties | implementatie | implementator | Uitvoering | implementaal | implementatoren | implementeren | implementerend | uitvoerbaar | implementatie | implementeert | implementatie | uitvoerder | implementeerbaarheid
Doing,Material,Material,Creative,imprison,imprisoned | imprisonment | imprisonings | imprisonned | imprisonement | imprisone | imprisonable | imprisoner | imprisons | imprisoners | imprisoning | imprisonent,gevangen | gevangenisstraf | gevangenneming | gevangengenomen | gevangenneming | gevangen genomen | onneembaar | gevangengenomen. | gevangenneming | gevangennemers | gevangenneming | gevangenhouding
Doing,Material,Material,Creative,improv,improver | improveents | improvizations | improved | improveable | improvizing | improvments | improvize | improvable | improvables | improvement | improveableness | improvent | improvings | improves | improvs | improvized | improvment | improvization | improval | improvableness | improve | improveing | improveent | improvizes | improvability | improveability | improvents | improving,verbetering | Verbeteringen | improvisaties | verbeterd | Verbeterbaar | improviseren | improvisatie | improviseren | improveerbaar | improveerbare producten | verbetering | Verbeterbaarheid | verbetering | verbetering | verbetert | improvisatie | geïmproviseerd | improvisatie | improvisatie | improvisatie | improvisatie | verbeteren | verbetering | verbeterd | improviseert | improvabiliteit | Verbeterbaarheid | Verbeteringen | verbetering
Doing,Material,Material,Creative,increas,increasing | increaseful | increasment | increasement | increasings | increase | increasableness | increasable | increasely | increaseds | increaseing | increasers | increased | increasements | increaser,stijgend | verhoogd | toename | verhoging | toenames | verhoging | verhoogbaarheid | verhoogbaar | verhoogd | verhoogd | toename | verhoging | verhoogd | verhogingen | verhoging
Doing,Material,Material,Creative,influenc,influencible | influencings | influencant | influenced | influencies | influencable | influenceing | influenci | influency | influencer | influencability | influencers | influencibility | influencing | influence | influenceability | influenceable | influencent | influencive | influencs,beïnvloedbaar | invloeden | beïnvloedend middel | beïnvloed | invloeden | beïnvloedbaar | invloed | invloedi | invloed | influencer | beïnvloedbaarheid | influencers | beïnvloedbaarheid | beïnvloeden | invloed | beïnvloedbaarheid | beinvloedbaar | influentionnt | beïnvloedend | invloeden
Doing,Material,Material,Creative,infus,infusate | infusers | infusible | infusive | infuses | infusing | infused | infusement | infusibility | infusates | infusion | infuser | infuse | infusable,infusaat | infusers | infusible | infuserend | infusen | infusing | geïnfundeerd | Infusement | infusibiliteit | infusaten | infusie | infuser | infuse | infuseerbaar
Doing,Material,Material,Creative,induc,induced | inducible | inducibilities | inducing | induceable | inducment | inducable | inducibility | inducer | inducance | inducments | induceing | inducability | inducant | inducement | inducated | inducation | inducibly | induces | induce | inducive,geïnduceerd | induceerbaar | onbetrouwbaarheid | inducerend | inductief | inducment | inducable | induceerbaarheid | inductor | onderwijs | inducaties | inducerend | opvoedbaarheid | inducent | AANVAARDING | opgeleid | onderwijs | ongedeerd | induceert | induceren | inducief
Doing,Material,Material,Creative,infect,infectants | infecter | infecte | infected | infectivities | infectes | infectivity | infectations | infectively | infectibility | infectent | infects | infectic | infectation | infective | infecteds | infectional | infection | infectible | infectives | infectous | infectable | infectant | infectiveness | infectability | infecting,infectantia | infecter | infecteren | geïnfecteerd | infectiviteiten | infecteren | infectiviteit | Infectaties | infectively | infectibility | infectent | infecten | infectie | infectatie | infectief | geïnfecteerden | infectie | infectie | infecterend | infectiviteiten | besmettelijk | infecterend | infectant | infectiviteit | infectabiliteit | infecteren
Doing,Material,Material,Creative,inflat,inflater | inflating | inflateable | inflatability | inflated | inflatible | inflational | inflatables | inflate | inflatable | inflator | inflatic | inflates | inflation,opblaasapparaat | opblaassysteem | opblaasbaar | opblaasbaarheid | opgeblazen | opblaasbaar | inflatie | opblaasbare artikelen | opblazen | opblaasbaar | opblaasinrichting | opblaasbaar | opblaast | inflatie
Doing,Material,Material,Creative,inject,injectional | injectant | injectible | injectivity | injectable | injectes | injecte | injectate | injectability | injectates | injectively | injecter | injectables | injectibles | injected | injective | injectives | injecting | injection | injectic | injectivities | injects,injectie | injectiemiddel | injectiebaar | injectiviteit | injecteerbaar | injecteert | injecteren | injectaat | injecteerbaarheid | injectaten | injectief | injecteerder | injectables | injectibles | geïnjecteerd | injectief | injectiemiddelen | injecteren | injectie | injectie | injecties | injecteert
Doing,Material,Material,Creative,invest,investion | investable | investing | investive | investions | invested | investment | investering | investation | investications | investic | investibility | investers | investerings | investiti | invests | investements | investiveness | investement | invester | investe | investication | investible | investability | investives | investents | investant | investent,Investeren | te beleggen | beleggen | investerend | beleggingen | geïnvesteerd | investeringen | Investeren | Investering | Investicaties | investerend | Investibiliteit | Investeerders | Investering | investiti | belegt | beleggingen | investiviteit | Investering | investeerder | beleggen | Belegging | te investeren | Beleggingsvermogen | Investeerders | beleggers | investerende | investerend
Doing,Material,Material,Creative,isol,isolal | isolants | isolators | isolability | isolering | isole | isolativeness | isolant | isolately | isoler | isolaled | isolent | isoles | isolements | isolables | isolational | isolative | isolate | isolement | isolated | isolable | isols | isolates | isolating | isolation | isolator | isolateness | isolence,isolaat | isolantia | isolatoren | isoleerbaarheid | isolering | isole | isolativiteit | isolaat | isolaat | isoler | geïsoleerd | isolent | isoleen | isolaties | isoleerbare stoffen | isolatie | isolerend | isolaat | isolement | geïsoleerd | isoleerbaar | isolen | isolaten | isolatie | isolatie | isolator | isolatie | isolence
Doing,Material,Material,Creative,jump,jumping | jumpe | jumped | jumpes,springen | springen | sprong | sprongen
Doing,Material,Material,Creative,jump over,N/A,N/A
Doing,Material,Material,Creative,kick,kicke | kicked | kicking | kickes,schoppen | geschopt | schoppen | schoppen
Doing,Material,Material,Creative,kill,kille | killing | killes | killed | killful,kille | doden | doodt | gedood | dodelijk
Doing,Material,Material,Creative,lay,layful | layes | laying | layed | layeing | laye,zacht | legen | leggen | gelegd | leggen | leg
Doing,Material,Material,Creative,lead,leading | leaded | leadeing | leades | leadding | leade,leidend | lood | lood | lood | lood | lood
Doing,Material,Material,Creative,leav,leaveing | leaving | leaf | leaved | leavs | leave,verlaten | vertrekken | blad | verlaten | leien | verlof
Doing,Material,Material,Creative,led,ledding | ledded | ledness,ledding | leded | ledheid
Doing,Material,Material,Creative,lend,lendes | lended | lends | lending | lende,leningen | uitgeleend | leningen | verstrekte leningen | lening
Doing,Material,Material,Creative,limit,limital | limite | limitants | limitates | limitative | limitability | limitativeness | limitation | limitable | limitions | limited | limitational | limiter | limitator | limiting | limition | limitent | limitators | limitness | limites | limitating | limitive | limitted | limitou | limitatives | limitate | limitated | limitatively | limitting | limitant,gelimiteerd | limiet | limitants | limitaten | limitatief | grensbaarheid | limitatief | beperking | begrensbaar | beperkingen | beperkt | beperking | limiter | limitator | beperken | beperking | limiterend | limitators | limiet | grenswaarden | beperking | limitatief | gelimiteerd | limitou | limitatieve stoffen | limitaat | gelimiteerd | beperkend | beperking | limitant
Doing,Material,Material,Creative,lift,liftings | lifted | lifte | lifting | liftes,hijsen | opgeheven | tillen | hijsen | liften
Doing,Material,Material,Creative,lock,lockness | lockfuls | lockful | locke | locking | locked,vergrendelbaarheid | kluisjes | vergrendelend | vergrendelen | Vergrendeling | vergrendeld
Doing,Material,Material,Creative,loos,loosely | looseing | loosings | loosed | loose | loosing | looseness | looselying | loosness,losjes | losmaken | Lossingen | los | los | loslaten | losheid | losliggend | losheid
Doing,Material,Material,Creative,loot,looted | loote | looting,Geplunderd | loote | Plunderen
Doing,Material,Material,Creative,loot from,N/A,N/A
Doing,Material,Material,Creative,were loot from,N/A,N/A
Doing,Material,Material,Creative,lose,losely | losing | losings | losees | losed | loseing | loses | loseness | losee,lossly | verliezen | verliezen | verlies | verloren | verliezen | verliest | verlies | lose
Doing,Material,Material,Creative,lost,lostes | loste | lostness | losting | losted,verloren | losse | verlies | verlies | verloren
Doing,Material,Material,Creative,lower,lowered | lowerator | loweres | lowere | lowerful | lowerability | lowerness | lowerable | lowerer | lowerators | lowerers | lowering,verlaagd | lower | verlaagd | verlagen | lager | verlaagbaarheid | lagerheid | verlaagbaar | lager | lagerschalen | lager | verlagen
Doing,Material,Material,Creative,made,madely | madee | mades | madeness | maded | mading | madeli,madely | geconfectioneerd | mades | madeness | gemaakt | krankzinnig | madeli
Doing,Material,Material,Creative,are made at,N/A,N/A
Doing,Material,Material,Creative,maintain,maintaine | maintained | maintains | maintainability | maintainance | maintaineing | maintainable | maintainer | maintainning | maintainment | maintaines | maintainence | maintainances | maintaining,handhaven | gehandhaafd | handhaaft | onderhoudbaarheid | handhaving | onderhoud | onderhoudbaar | onderhouder | onderhoud | onderhoud | onderhoud | handhaving | onderhoud | handhaven
Doing,Material,Material,Creative,make,makees | makeing | makely | makeli | maked | makee,makes | making | madely | madeli | made | make-up
Doing,Material,Material,Creative,manag,managable | managments | manageability | manager | manags | manageent | manages | manageable | managed | manageably | managings | manageableness | managent | management | manageing | managability | managering | managment | managing | manage,wendbaar | beheer | beheersbaarheid | Manager | manags | beherend | beheert | beheersbaar | beheerd | beheersbaar | Beheerders | beheersbaarheid | beheer | beheer | beheer | wendbaarheid | beheer | beheer | beheren | beheren
Doing,Material,Material,Creative,mark,marked | marke | marking | markely | markeing | markness | markeds | markes,gemarkeerd | mark | markering | markely | markeren | markheid | gemarkeerd | marken
Doing,Material,Material,Creative,mari,marised | marisal | marising | marise | marisic,gemarineerd | marisal | marising | marise | marisic
Doing,Material,Material,Creative,mask,masking | maskeli | maske | maskes | masked,maskeren | masceli | masker | maskers | gemaskerd
Doing,Material,Material,Creative,materi,materies | materializers | materious | materialization | materys | materie | materializing | materializes | materialized | materiate | matery | materialed | materis | materially | materialize | materiated | materialness | materiation | materiality | materializer | material | materiallis | materialism,materie | materializers | materious | materialisatie | materysunit synonyms for matching user input | materie | materialiseren | materialiseert | gematerialiseerd | materiaat | matery | bewerkt | materis | materieel | materialiseren | gematrieerd | materialiteit | materiatie | materialiteit | materializer | materiaal | maternallis | materialisme
Doing,Material,Material,Creative,melt,melting | meltes | melte | melted,smelten | smelt | smelten | gesmolten
Doing,Material,Material,Creative,mess,messed | messe | messing | messings,verknoeid | messen | rotzooien | Verknoeiingen
Doing,Material,Material,Creative,minim,minimalize | minimize | minimeals | minime | minimalized | minimally | minimalizations | minimed | minimer | minimalizes | minimizer | minimalities | minimive | minimalism | minimalness | minimal | minimate | minimizes | minimizings | minimization | minimalizing | minimism | minimes | minimals | minimizers | minimized | minimalization | minimic | minimation | minimality | minimeal | minimizing,minimaliseren | minimaliseren | minimaaltijden | minime | geminimaliseerd | minimaal | minimaliseringen | minimed | minimeer | minimaliseert | minimalisator | minimaliteiten | minimive | minimalisme | minimaalheid | minimaal | minimaal | minimaliseert | minimalisering | Minimalisering | minimaliseren | minimaal | minima's | minimaal | minimalisators | geminimaliseerd | minimalisering | minimic | Minimum | minimaliteit | minimout | minimalisering
Doing,Material,Material,Creative,mix,mix,mix
Doing,Material,Material,Creative,modifi,modify | modifies | modifient | modifieation | modifying | modifieds | modifiabilities | modifiable | modified | modifiables | modifieations | modifie | modifiant | modifiations | modifier | modifiability | modifiation | modifiableness | modifyed,wijzigen | Wijzigingen | modifient | wijziging | wijzigen | gewijzigd | wijzigingen | modifieerbaar | gewijzigd | modifiables | wijzigingen | modifie | modifant | wijzigingen | modifier | Veranderbaarheid | wijziging | modifieerbaarheid | gewijzigd
Doing,Material,Material,Creative,move,moved | moveing | moveds | movee | moveed,verplaatst | verplaatsen | verplaatst | verplaatsen | verplaatst
Doing,Material,Material,Creative,move along,N/A,N/A
Doing,Material,Material,Creative,move in,N/A,N/A
Doing,Material,Material,Creative,occur,occurence | occurring | occurrings | occurate | occurences | occurent | occurant | occurred | occurs | occurance | occurants | occurately | occured | occure | occures | occuring | occurances | occurencies | occurency | occurents,optreden | optredend | voorvallen | concentraat | voorvallen | optredend | sucvenant | voorgekomen | komt voor | optreden | opwekkers | per ongeluk | voorgekomen | optreden | optredens | optreden | optredens | voorvallen | optredendheid | toevallen
Doing,Material,Material,Creative,occur to,N/A,N/A
Doing,Material,Material,Creative,occur in,N/A,N/A
Doing,Material,Material,Creative,offer,offereing | offere | offerred | offered | offerring | offerants | offerant | offering | offerered | offereings | offerent | offeres | offerable | offerrings | offerance | offerer,aanbieding | aanbod | van afgeleid | aangeboden | aanbieding | bieders | bieder | aanbod | aangeboden | aanbiedingen | van verschillende | aanbiedingen | aan te bieden | aanbiedingen | aanbieding | aanbieder
Doing,Material,Material,Creative,open,openal | openning | opener | opening | openes | openability | opened | openned | openeing | openable | openation | opene | openeness | openely | openness | opennings,openaal | openen | opener | opening | opent | openbaarheid | geopend | geopend | opening | openbaar | opening | opene | openerheid | Openbaar | openheid | openningen
Doing,Material,Material,Creative,oppress,oppressant | oppression | oppressives | oppresse | oppressed | oppresses | oppressing | oppressively | oppressiveness | oppresser | oppressers | oppressible | oppressive,onderdrukkend | onderdrukking | onderdrukkende middelen | onderdrukken | onderdrukt | onderdrukt | onderdrukkend | onderdrukkend | onderdrukkendheid | onderdrukker | onderdrukkers | onderdrukkend | onderdrukkend
Doing,Material,Material,Creative,organ,organicity | organized | organizeing | organization | organing | organical | organed | organize | organizes | organication | organicness | organizing | organation | organes | organe | organou | organically | organiced | organer | organizings | organelies | organizer | organity | organings | organations | organism | organal | organic,Organiciteit | georganiseerd | organisatie | organisatie | organeren | organisch | georganiseerd | organiseren | organiseert | Organisatie | organischheid | organiseren | organisatie | Organen | orgaan | organou | organisch | organisch | organator | organisatie | organieken | organisator | orgaliteit | organaten | Organisaties | organisme | organisch | organisch
Doing,Material,Material,Creative,organis,organisal | organises | organise | organising | organisings | organiser | organisating | organisation | organisationally | organisering | organisant | organisions | organisator | organised | organisable | organisability | organisators | organisational | organisent,organisaal | organiseert | organiseren | organisatie | organisatie | organisator | Organiseren | organisatie | organisatorisch | organisatie | organisant | Organieën | organisator | georganiseerd | organiseerbaar | organiseerbaarheid | organisatoren | organisatorisch | georganiseerd
Doing,Material,Material,Creative,overcam,overcame,overwon
Doing,Material,Material,Creative,overcom,overcommented | overcomes | overcomment | overcome | overcomming | overcoms | overcoming | overcomings | overcomer | overcomable | overcomed | overcomeable,overwonnen | overwint | overwinnen | overwinnen | overwinnen | overtroffen | overwinnen | overwintering | overwinter | te overwinnen | overtroffen | te overwinnen
Doing,Material,Material,Creative,overstep,oversteps | overstepped | overstepping | oversteppings,overstappen | overstapte | overstappen | overstappen
Doing,Material,Material,Creative,owe,owings | oweing | owee | owes | owing | owed,schulden | schulden | schuld | Schulden | verschuldigd | Schuld
Doing,Material,Material,Creative,pack,packes | packed | packing | packful | packness | packe,verpakkingen | verpakt | verpakking | verpakking | inhoud | verpakking
Doing,Material,Material,Creative,paid,paides | paids | paide,betaalde | betaald | betaald
Doing,Material,Material,Creative,pay,paysed | payse,betaald | betaalt
Doing,Material,Material,Creative,persev,persevers | perseverativeness | perseverative | perseveratively | persevalli | persevering | persever | persevered | perseved | perseval | perseve,persevers | doorzettingsvermogen | perseverative | perseveratively | persevalli | doorzetting | persever | volgehouden | doordrenkt | perseval | perseef
Doing,Material,Material,Creative,phone,phoned,gebeld
Doing,Material,Material,Creative,pick,picked | pickness | picking | pickes | picke,geplukt | pickness | plukken | pickes | picke
Doing,Material,Material,Creative,came and pick,N/A,N/A
Doing,Material,Material,Creative,place,placees | placeing | placee | placeful | placed | placeed | placeness | placefulness,plaatsen | Plaatsing | plaatse | plaatsvol | geplaatst | geplaatst | plaats | plaats volheid
Doing,Material,Material,Creative,plant,plante | planted | planting | plantted | plantes | plantness,plant | geplant | aanplant | geplant | planten | plantheid
Doing,Material,Material,Creative,play,playfulness | playness | playing | playful | playfully | playes | playe | played | playeing,speelsheid | speelsheid | afspelen | speels | speels | playes | afspelen | afgespeeld | afspelen
Doing,Material,Material,Creative,play at,N/A,N/A
Doing,Material,Material,Creative,play in,N/A,N/A
Doing,Material,Material,Creative,play like,N/A,N/A
Doing,Material,Material,Creative,play on,N/A,N/A
Doing,Material,Material,Creative,plow,plowed | plowes | plowing | plowe,geploegd | ploegen | ploegen | ploeg
Doing,Material,Material,Creative,plung,plungs | plunging | plunged | plungings | plunge | plungeing,plungs | onderdompelen | gedompeld | plungings | duik | duiken
Doing,Material,Material,Creative,prepar,preparent | preparators | preparatively | preparational | preparou | preparated | preparation | preparal | preparings | prepareing | preparers | preparenting | preparates | preparing | prepars | preparator | preparative | preparer | preparant | preparatives | preparering | preparate | preparance | preparating | preparred | prepare | preparents | prepared | prepares | preparable,preparant | preparators | preparatief | preparatie | preparou | voorgepareerd | voorbereiding | preparaal | Voorbereidingen | Voorbereiding | preparaten voor het bereiden | prepareren | preparaten | voorbereiding | prepars | preparator | preparatief | voorbereider | preparant | preparatieven | Voorbereiding | prepareren | voorbereiding | Voorbereiding | klaargemaakt | voorbereiden | preouders | bereid | Bereidt | preparabel
Doing,Material,Material,Creative,press,presssed | presssing,ingedrukt | persen
Doing,Material,Material,Creative,protect,protectivity | protecter | protectional | protecters | protection | protectively | protectible | protectibility | protects | protectiveness | protectic | protecte | protective | protectability | protectable | protectants | protecting | protectives | protectant | protected,protectiviteit | beschermer | beschermend | beschermers | bescherming | beschermend | protectable | beschermbaarheid | beschermt | beschermendheid | protectic | beschermen | beschermend | beschutbaarheid | te beschermen | beschermmiddelen | bescherming | beschermingsmiddelen | protectant | beschermd
Doing,Material,Material,Creative,pollut,pollution | pollutents | pollutes | pollutive | pollutability | pollutted | pollutable | pollute | pollutant | polluting | pollutic | pollutional | polluted | polluter,verontreiniging | polluenten | polluenten | pollutief | vervuilbaarheid | polluted | vervuilbaar | vervuiling | verontreinigende stof | verontreinigend | pollutisch | verontreiniging | verontreinigd | Vervuiler
Doing,Material,Material,Creative,pour,pourred | pours | poures | pouring | pourings | poured | poure | pourely,gegoten | giet | poures | gieten | gieten | gegoten | pour | vloeiend
Doing,Material,Material,Creative,pour into,N/A,N/A
Doing,Material,Material,Creative,push,pushing | pushfully | pushfulness | pushed | pushful | pushe,duwen | opdringerig | opdringerigheid | geduwd | opdringerig | duwen
Doing,Material,Material,Creative,pull,pulles | pulled | pulle | pulling,trekjes | getrokken | trekken | trekken
Doing,Material,Material,Creative,punch,punchings | punchful | punching | punche | punched,slagbeurten | punchful | ponsen | stomp | geponst
Doing,Material,Material,Creative,purchas,purchaseable | purchasability | purchasing | purchased | purchase | purchaseing | purchaseability | purchasable | purchaser | purchasables,te bestellen | Inkoopbaarheid | aankoop | gekocht | aankoop | aankoop | aankoopbaarheid | inkoopbaar | koper | Inkoopbaar
Doing,Material,Material,Creative,pursu,pursue | pursuing | pursued | pursus | pursues | pursueing | pursuings,vervolg | na te streven | vervolgd | pursus | vervolgt | vervolg | achtervolging
