word,realm,process,prosub,sub
 minimaliseren ,Doing,Material,Material,Creative
 minimaal ,Doing,Material,Material,Creative
 minima's ,Doing,Material,Material,Creative
 minimaal ,Doing,Material,Material,Creative
 minimalisators ,Doing,Material,Material,Creative
 geminimaliseerd ,Doing,Material,Material,Creative
 minimalisering ,Doing,Material,Material,Creative
 minimic ,Doing,Material,Material,Creative
 Minimum ,Doing,Material,Material,Creative
 minimaliteit ,Doing,Material,Material,Creative
 minimout ,Doing,Material,Material,Creative
 minimalisering,Doing,Material,Material,Creative
mix,Doing,Material,Material,Creative
wijzigen ,Doing,Material,Material,Creative
 Wijzigingen ,Doing,Material,Material,Creative
 modifient ,Doing,Material,Material,Creative
 wijziging ,Doing,Material,Material,Creative
 wijzigen ,Doing,Material,Material,Creative
 gewijzigd ,Doing,Material,Material,Creative
 wijzigingen ,Doing,Material,Material,Creative
 modifieerbaar ,Doing,Material,Material,Creative
 gewijzigd ,Doing,Material,Material,Creative
 modifiables ,Doing,Material,Material,Creative
 wijzigingen ,Doing,Material,Material,Creative
 modifie ,Doing,Material,Material,Creative
 modifant ,Doing,Material,Material,Creative
 wijzigingen ,Doing,Material,Material,Creative
 modifier ,Doing,Material,Material,Creative
 Veranderbaarheid ,Doing,Material,Material,Creative
 wijziging ,Doing,Material,Material,Creative
 modifieerbaarheid ,Doing,Material,Material,Creative
 gewijzigd,Doing,Material,Material,Creative
verplaatst ,Doing,Material,Material,Creative
 verplaatsen ,Doing,Material,Material,Creative
 verplaatst ,Doing,Material,Material,Creative
 verplaatsen ,Doing,Material,Material,Creative
 verplaatst,Doing,Material,Material,Creative
optreden ,Doing,Material,Material,Creative
 optredend ,Doing,Material,Material,Creative
 voorvallen ,Doing,Material,Material,Creative
 concentraat ,Doing,Material,Material,Creative
 voorvallen ,Doing,Material,Material,Creative
 optredend ,Doing,Material,Material,Creative
 sucvenant ,Doing,Material,Material,Creative
 voorgekomen ,Doing,Material,Material,Creative
 komt voor ,Doing,Material,Material,Creative
 optreden ,Doing,Material,Material,Creative
 opwekkers ,Doing,Material,Material,Creative
 per ongeluk ,Doing,Material,Material,Creative
 voorgekomen ,Doing,Material,Material,Creative
 optreden ,Doing,Material,Material,Creative
 optredens ,Doing,Material,Material,Creative
 optreden ,Doing,Material,Material,Creative
 optredens ,Doing,Material,Material,Creative
 voorvallen ,Doing,Material,Material,Creative
 optredendheid ,Doing,Material,Material,Creative
 toevallen,Doing,Material,Material,Creative
aanbieding ,Doing,Material,Material,Creative
 aanbod ,Doing,Material,Material,Creative
 van afgeleid ,Doing,Material,Material,Creative
 aangeboden ,Doing,Material,Material,Creative
 aanbieding ,Doing,Material,Material,Creative
 bieders ,Doing,Material,Material,Creative
 bieder ,Doing,Material,Material,Creative
 aanbod ,Doing,Material,Material,Creative
 aangeboden ,Doing,Material,Material,Creative
 aanbiedingen ,Doing,Material,Material,Creative
 van verschillende ,Doing,Material,Material,Creative
 aanbiedingen ,Doing,Material,Material,Creative
 aan te bieden ,Doing,Material,Material,Creative
 aanbiedingen ,Doing,Material,Material,Creative
 aanbieding ,Doing,Material,Material,Creative
 aanbieder,Doing,Material,Material,Creative
openaal ,Doing,Material,Material,Creative
 openen ,Doing,Material,Material,Creative
 opener ,Doing,Material,Material,Creative
 opening ,Doing,Material,Material,Creative
 opent ,Doing,Material,Material,Creative
 openbaarheid ,Doing,Material,Material,Creative
 geopend ,Doing,Material,Material,Creative
 geopend ,Doing,Material,Material,Creative
 opening ,Doing,Material,Material,Creative
 openbaar ,Doing,Material,Material,Creative
 opening ,Doing,Material,Material,Creative
 opene ,Doing,Material,Material,Creative
 openerheid ,Doing,Material,Material,Creative
 Openbaar ,Doing,Material,Material,Creative
 openheid ,Doing,Material,Material,Creative
 openningen,Doing,Material,Material,Creative
onderdrukkend ,Doing,Material,Material,Creative
 onderdrukking ,Doing,Material,Material,Creative
 onderdrukkende middelen ,Doing,Material,Material,Creative
 onderdrukken ,Doing,Material,Material,Creative
 onderdrukt ,Doing,Material,Material,Creative
 onderdrukt ,Doing,Material,Material,Creative
 onderdrukkend ,Doing,Material,Material,Creative
 onderdrukkend ,Doing,Material,Material,Creative
 onderdrukkendheid ,Doing,Material,Material,Creative
 onderdrukker ,Doing,Material,Material,Creative
 onderdrukkers ,Doing,Material,Material,Creative
 onderdrukkend ,Doing,Material,Material,Creative
 onderdrukkend,Doing,Material,Material,Creative
Organiciteit ,Doing,Material,Material,Creative
 georganiseerd ,Doing,Material,Material,Creative
 organisatie ,Doing,Material,Material,Creative
 organisatie ,Doing,Material,Material,Creative
 organeren ,Doing,Material,Material,Creative
 organisch ,Doing,Material,Material,Creative
 georganiseerd ,Doing,Material,Material,Creative
 organiseren ,Doing,Material,Material,Creative
 organiseert ,Doing,Material,Material,Creative
 Organisatie ,Doing,Material,Material,Creative
 organischheid ,Doing,Material,Material,Creative
 organiseren ,Doing,Material,Material,Creative
 organisatie ,Doing,Material,Material,Creative
 Organen ,Doing,Material,Material,Creative
 orgaan ,Doing,Material,Material,Creative
 organou ,Doing,Material,Material,Creative
 organisch ,Doing,Material,Material,Creative
 organisch ,Doing,Material,Material,Creative
 organator ,Doing,Material,Material,Creative
 organisatie ,Doing,Material,Material,Creative
 organieken ,Doing,Material,Material,Creative
 organisator ,Doing,Material,Material,Creative
 orgaliteit ,Doing,Material,Material,Creative
 organaten ,Doing,Material,Material,Creative
 Organisaties ,Doing,Material,Material,Creative
 organisme ,Doing,Material,Material,Creative
 organisch ,Doing,Material,Material,Creative
 organisch,Doing,Material,Material,Creative
organisaal ,Doing,Material,Material,Creative
 organiseert ,Doing,Material,Material,Creative
 organiseren ,Doing,Material,Material,Creative
 organisatie ,Doing,Material,Material,Creative
 organisatie ,Doing,Material,Material,Creative
 organisator ,Doing,Material,Material,Creative
 Organiseren ,Doing,Material,Material,Creative
 organisatie ,Doing,Material,Material,Creative
 organisatorisch ,Doing,Material,Material,Creative
 organisatie ,Doing,Material,Material,Creative
 organisant ,Doing,Material,Material,Creative
 Organieën ,Doing,Material,Material,Creative
 organisator ,Doing,Material,Material,Creative
 georganiseerd ,Doing,Material,Material,Creative
 organiseerbaar ,Doing,Material,Material,Creative
 organiseerbaarheid ,Doing,Material,Material,Creative
 organisatoren ,Doing,Material,Material,Creative
 organisatorisch ,Doing,Material,Material,Creative
 georganiseerd,Doing,Material,Material,Creative
overwon,Doing,Material,Material,Creative
overwonnen ,Doing,Material,Material,Creative
 overwint ,Doing,Material,Material,Creative
 overwinnen ,Doing,Material,Material,Creative
 overwinnen ,Doing,Material,Material,Creative
 overwinnen ,Doing,Material,Material,Creative
 overtroffen ,Doing,Material,Material,Creative
 overwinnen ,Doing,Material,Material,Creative
 overwintering ,Doing,Material,Material,Creative
 overwinter ,Doing,Material,Material,Creative
 te overwinnen ,Doing,Material,Material,Creative
 overtroffen ,Doing,Material,Material,Creative
 te overwinnen,Doing,Material,Material,Creative
overstappen ,Doing,Material,Material,Creative
 overstapte ,Doing,Material,Material,Creative
 overstappen ,Doing,Material,Material,Creative
 overstappen,Doing,Material,Material,Creative
schulden ,Doing,Material,Material,Creative
 schulden ,Doing,Material,Material,Creative
 schuld ,Doing,Material,Material,Creative
 Schulden ,Doing,Material,Material,Creative
 verschuldigd ,Doing,Material,Material,Creative
 Schuld,Doing,Material,Material,Creative
verpakkingen ,Doing,Material,Material,Creative
 verpakt ,Doing,Material,Material,Creative
 verpakking ,Doing,Material,Material,Creative
 verpakking ,Doing,Material,Material,Creative
 inhoud ,Doing,Material,Material,Creative
 verpakking,Doing,Material,Material,Creative
betaalde ,Doing,Material,Material,Creative
 betaald ,Doing,Material,Material,Creative
 betaald,Doing,Material,Material,Creative
betaald ,Doing,Material,Material,Creative
 betaalt,Doing,Material,Material,Creative
persevers ,Doing,Material,Material,Creative
 doorzettingsvermogen ,Doing,Material,Material,Creative
 perseverative ,Doing,Material,Material,Creative
 perseveratively ,Doing,Material,Material,Creative
 persevalli ,Doing,Material,Material,Creative
 doorzetting ,Doing,Material,Material,Creative
 persever ,Doing,Material,Material,Creative
 volgehouden ,Doing,Material,Material,Creative
 doordrenkt ,Doing,Material,Material,Creative
 perseval ,Doing,Material,Material,Creative
 perseef,Doing,Material,Material,Creative
gebeld,Doing,Material,Material,Creative
geplukt ,Doing,Material,Material,Creative
 pickness ,Doing,Material,Material,Creative
 plukken ,Doing,Material,Material,Creative
 pickes ,Doing,Material,Material,Creative
 picke,Doing,Material,Material,Creative
plaatsen ,Doing,Material,Material,Creative
 Plaatsing ,Doing,Material,Material,Creative
 plaatse ,Doing,Material,Material,Creative
 plaatsvol ,Doing,Material,Material,Creative
 geplaatst ,Doing,Material,Material,Creative
 geplaatst ,Doing,Material,Material,Creative
 plaats ,Doing,Material,Material,Creative
 plaats volheid,Doing,Material,Material,Creative
plant ,Doing,Material,Material,Creative
 geplant ,Doing,Material,Material,Creative
 aanplant ,Doing,Material,Material,Creative
 geplant ,Doing,Material,Material,Creative
 planten ,Doing,Material,Material,Creative
 plantheid,Doing,Material,Material,Creative
speelsheid ,Doing,Material,Material,Creative
 speelsheid ,Doing,Material,Material,Creative
 afspelen ,Doing,Material,Material,Creative
 speels ,Doing,Material,Material,Creative
 speels ,Doing,Material,Material,Creative
 playes ,Doing,Material,Material,Creative
 afspelen ,Doing,Material,Material,Creative
 afgespeeld ,Doing,Material,Material,Creative
 afspelen,Doing,Material,Material,Creative
geploegd ,Doing,Material,Material,Creative
 ploegen ,Doing,Material,Material,Creative
 ploegen ,Doing,Material,Material,Creative
 ploeg,Doing,Material,Material,Creative
plungs ,Doing,Material,Material,Creative
 onderdompelen ,Doing,Material,Material,Creative
 gedompeld ,Doing,Material,Material,Creative
 plungings ,Doing,Material,Material,Creative
 duik ,Doing,Material,Material,Creative
 duiken,Doing,Material,Material,Creative
preparant ,Doing,Material,Material,Creative
 preparators ,Doing,Material,Material,Creative
 preparatief ,Doing,Material,Material,Creative
 preparatie ,Doing,Material,Material,Creative
 preparou ,Doing,Material,Material,Creative
 voorgepareerd ,Doing,Material,Material,Creative
 voorbereiding ,Doing,Material,Material,Creative
 preparaal ,Doing,Material,Material,Creative
 Voorbereidingen ,Doing,Material,Material,Creative
 Voorbereiding ,Doing,Material,Material,Creative
 preparaten voor het bereiden ,Doing,Material,Material,Creative
 prepareren ,Doing,Material,Material,Creative
 preparaten ,Doing,Material,Material,Creative
 voorbereiding ,Doing,Material,Material,Creative
 prepars ,Doing,Material,Material,Creative
 preparator ,Doing,Material,Material,Creative
 preparatief ,Doing,Material,Material,Creative
 voorbereider ,Doing,Material,Material,Creative
 preparant ,Doing,Material,Material,Creative
 preparatieven ,Doing,Material,Material,Creative
 Voorbereiding ,Doing,Material,Material,Creative
 prepareren ,Doing,Material,Material,Creative
 voorbereiding ,Doing,Material,Material,Creative
 Voorbereiding ,Doing,Material,Material,Creative
 klaargemaakt ,Doing,Material,Material,Creative
 voorbereiden ,Doing,Material,Material,Creative
 preouders ,Doing,Material,Material,Creative
 bereid ,Doing,Material,Material,Creative
 Bereidt ,Doing,Material,Material,Creative
 preparabel,Doing,Material,Material,Creative
ingedrukt ,Doing,Material,Material,Creative
 persen,Doing,Material,Material,Creative
protectiviteit ,Doing,Material,Material,Creative
 beschermer ,Doing,Material,Material,Creative
 beschermend ,Doing,Material,Material,Creative
 beschermers ,Doing,Material,Material,Creative
 bescherming ,Doing,Material,Material,Creative
 beschermend ,Doing,Material,Material,Creative
 protectable ,Doing,Material,Material,Creative
 beschermbaarheid ,Doing,Material,Material,Creative
 beschermt ,Doing,Material,Material,Creative
 beschermendheid ,Doing,Material,Material,Creative
 protectic ,Doing,Material,Material,Creative
 beschermen ,Doing,Material,Material,Creative
 beschermend ,Doing,Material,Material,Creative
 beschutbaarheid ,Doing,Material,Material,Creative
 te beschermen ,Doing,Material,Material,Creative
 beschermmiddelen ,Doing,Material,Material,Creative
 bescherming ,Doing,Material,Material,Creative
 beschermingsmiddelen ,Doing,Material,Material,Creative
 protectant ,Doing,Material,Material,Creative
 beschermd,Doing,Material,Material,Creative
verontreiniging ,Doing,Material,Material,Creative
 polluenten ,Doing,Material,Material,Creative
 polluenten ,Doing,Material,Material,Creative
 pollutief ,Doing,Material,Material,Creative
 vervuilbaarheid ,Doing,Material,Material,Creative
 polluted ,Doing,Material,Material,Creative
 vervuilbaar ,Doing,Material,Material,Creative
 vervuiling ,Doing,Material,Material,Creative
 verontreinigende stof ,Doing,Material,Material,Creative
 verontreinigend ,Doing,Material,Material,Creative
 pollutisch ,Doing,Material,Material,Creative
 verontreiniging ,Doing,Material,Material,Creative
 verontreinigd ,Doing,Material,Material,Creative
 Vervuiler,Doing,Material,Material,Creative
gegoten ,Doing,Material,Material,Creative
 giet ,Doing,Material,Material,Creative
 poures ,Doing,Material,Material,Creative
 gieten ,Doing,Material,Material,Creative
 gieten ,Doing,Material,Material,Creative
 gegoten ,Doing,Material,Material,Creative
 pour ,Doing,Material,Material,Creative
 vloeiend,Doing,Material,Material,Creative
duwen ,Doing,Material,Material,Creative
 opdringerig ,Doing,Material,Material,Creative
 opdringerigheid ,Doing,Material,Material,Creative
 geduwd ,Doing,Material,Material,Creative
 opdringerig ,Doing,Material,Material,Creative
 duwen,Doing,Material,Material,Creative
trekjes ,Doing,Material,Material,Creative
 getrokken ,Doing,Material,Material,Creative
 trekken ,Doing,Material,Material,Creative
 trekken,Doing,Material,Material,Creative
slagbeurten ,Doing,Material,Material,Creative
 punchful ,Doing,Material,Material,Creative
 ponsen ,Doing,Material,Material,Creative
 stomp ,Doing,Material,Material,Creative
 geponst,Doing,Material,Material,Creative
te bestellen ,Doing,Material,Material,Creative
 Inkoopbaarheid ,Doing,Material,Material,Creative
 aankoop ,Doing,Material,Material,Creative
 gekocht ,Doing,Material,Material,Creative
 aankoop ,Doing,Material,Material,Creative
 aankoop ,Doing,Material,Material,Creative
 aankoopbaarheid ,Doing,Material,Material,Creative
 inkoopbaar ,Doing,Material,Material,Creative
 koper ,Doing,Material,Material,Creative
 Inkoopbaar,Doing,Material,Material,Creative
vervolg ,Doing,Material,Material,Creative
 na te streven ,Doing,Material,Material,Creative
 vervolgd ,Doing,Material,Material,Creative
 pursus ,Doing,Material,Material,Creative
 vervolgt ,Doing,Material,Material,Creative
 vervolg ,Doing,Material,Material,Creative
 achtervolging,Doing,Material,Material,Creative
praktisch ,Doing,Material,Material,Creative
 bruikbaarheden ,Doing,Material,Material,Creative
 beoefenaars ,Doing,Material,Material,Creative
 praktisch ,Doing,Material,Material,Creative
 Praktijken ,Doing,Material,Material,Creative
 praktischheid ,Doing,Material,Material,Creative
 praktisch ,Doing,Material,Material,Creative
 bewerkbaarheid ,Doing,Material,Material,Creative
 Praktijk ,Doing,Material,Material,Creative
 praktisch ,Doing,Material,Material,Creative
 practica ,Doing,Material,Material,Creative
 praktisch maken ,Doing,Material,Material,Creative
 beoefenaar ,Doing,Material,Material,Creative
 oefenen ,Doing,Material,Material,Creative
 praktische toepassing ,Doing,Material,Material,Creative
 practica ,Doing,Material,Material,Creative
 praktijk ,Doing,Material,Material,Creative
 praktischheid ,Doing,Material,Material,Creative
 praktischheid ,Doing,Material,Material,Creative
 praktisch ,Doing,Material,Material,Creative
 praktisch ,Doing,Material,Material,Creative
 praktisch maken ,Doing,Material,Material,Creative
 praktisch ,Doing,Material,Material,Creative
 beoefenaar ,Doing,Material,Material,Creative
 praktischheid ,Doing,Material,Material,Creative
 beoefend ,Doing,Material,Material,Creative
 beoefenen ,Doing,Material,Material,Creative
 practiciteit ,Doing,Material,Material,Creative
 beoefenbaar ,Doing,Material,Material,Creative
 beoefend,Doing,Material,Material,Creative
practisanten ,Doing,Material,Material,Creative
 oefenen ,Doing,Material,Material,Creative
 praktijk ,Doing,Material,Material,Creative
 Praktijk ,Doing,Material,Material,Creative
 beoefenaars ,Doing,Material,Material,Creative
 oefenen ,Doing,Material,Material,Creative
 praktijk ,Doing,Material,Material,Creative
 beoefenaar ,Doing,Material,Material,Creative
 uitvoerbaar ,Doing,Material,Material,Creative
 beoefend,Doing,Material,Material,Creative
voorkomen ,Doing,Material,Material,Creative
 anticipica ,Doing,Material,Material,Creative
 te voorkomen ,Doing,Material,Material,Creative
 vermijdbaarheid ,Doing,Material,Material,Creative
 voorbehoedbaarheid ,Doing,Material,Material,Creative
 preventief ,Doing,Material,Material,Creative
 te voorkomen ,Doing,Material,Material,Creative
 preventief ,Doing,Material,Material,Creative
 voorbehoedsmiddelen ,Doing,Material,Material,Creative
 preventief ,Doing,Material,Material,Creative
 voorkomen ,Doing,Material,Material,Creative
 preventief ,Doing,Material,Material,Creative
 preventie ,Doing,Material,Material,Creative
 voorkomen ,Doing,Material,Material,Creative
 preventie ,Doing,Material,Material,Creative
 anticonceptie ,Doing,Material,Material,Creative
 preventie ,Doing,Material,Material,Creative
 voorbehoedmiddel ,Doing,Material,Material,Creative
 preventie ,Doing,Material,Material,Creative
 voorkomen ,Doing,Material,Material,Creative
 voorkomt ,Doing,Material,Material,Creative
 voorkomen,Doing,Material,Material,Creative
productiemethode ,Doing,Material,Material,Creative
 produceerbaarheid ,Doing,Material,Material,Creative
 producibles ,Doing,Material,Material,Creative
 productie ,Doing,Material,Material,Creative
 producten ,Doing,Material,Material,Creative
 Producten ,Doing,Material,Material,Creative
 Producent ,Doing,Material,Material,Creative
 producibility ,Doing,Material,Material,Creative
 productt ,Doing,Material,Material,Creative
 Produktie ,Doing,Material,Material,Creative
 produceerbaar ,Doing,Material,Material,Creative
 Produktie ,Doing,Material,Material,Creative
 produceerbaarheid ,Doing,Material,Material,Creative
 productie ,Doing,Material,Material,Creative
 geproduceerd ,Doing,Material,Material,Creative
 produceerbaarheid ,Doing,Material,Material,Creative
 producten ,Doing,Material,Material,Creative
 geproduceerd ,Doing,Material,Material,Creative
 produceerbaar ,Doing,Material,Material,Creative
 producenten ,Doing,Material,Material,Creative
 produceerbaar ,Doing,Material,Material,Creative
 productie ,Doing,Material,Material,Creative
 producent ,Doing,Material,Material,Creative
 Productief ,Doing,Material,Material,Creative
 producties,Doing,Material,Material,Creative
progressieve ,Doing,Material,Material,Creative
 progressief ,Doing,Material,Material,Creative
 gevorderd ,Doing,Material,Material,Creative
 voorspelbaarheid ,Doing,Material,Material,Creative
 gevorderd ,Doing,Material,Material,Creative
 progressant ,Doing,Material,Material,Creative
 progress ,Doing,Material,Material,Creative
 progressiviteit ,Doing,Material,Material,Creative
 progresser ,Doing,Material,Material,Creative
 progressiviteit ,Doing,Material,Material,Creative
 voortgang ,Doing,Material,Material,Creative
 geleidelijk ,Doing,Material,Material,Creative
 voortgang ,Doing,Material,Material,Creative
 progressie,Doing,Material,Material,Creative
bewezen ,Doing,Material,Material,Creative
 proveli ,Doing,Material,Material,Creative
 bewezen ,Doing,Material,Material,Creative
 prof ,Doing,Material,Material,Creative
 bewijs ,Doing,Material,Material,Creative
 bewijs ,Doing,Material,Material,Creative
 bewijzen ,Doing,Material,Material,Creative
 bewijzen ,Doing,Material,Material,Creative
 prove,Doing,Material,Material,Creative
providable ,Doing,Material,Material,Creative
 verstrekt ,Doing,Material,Material,Creative
 voorzienigheid ,Doing,Material,Material,Creative
 verstrekkend middel ,Doing,Material,Material,Creative
 aanbieder ,Doing,Material,Material,Creative
 voorzien ,Doing,Material,Material,Creative
 providded ,Doing,Material,Material,Creative
 Voorwaarde ,Doing,Material,Material,Creative
 Voorzichtig ,Doing,Material,Material,Creative
 Voorwerpen ,Doing,Material,Material,Creative
 voorzien ,Doing,Material,Material,Creative
 verstrekt ,Doing,Material,Material,Creative
 voorzienigheid ,Doing,Material,Material,Creative
 verstrekt ,Doing,Material,Material,Creative
 verstrekken ,Doing,Material,Material,Creative
 voorzorgsmaatregelen ,Doing,Material,Material,Creative
 verstrekken ,Doing,Material,Material,Creative
 levert ,Doing,Material,Material,Creative
 voorzienden,Doing,Material,Material,Creative
gestraft ,Doing,Material,Material,Creative
 strafbaar ,Doing,Material,Material,Creative
 Straffen ,Doing,Material,Material,Creative
 Straffen ,Doing,Material,Material,Creative
 straft ,Doing,Material,Material,Creative
 straffend ,Doing,Material,Material,Creative
 strafmaatregelen ,Doing,Material,Material,Creative
 bestraffers ,Doing,Material,Material,Creative
 strafbaar ,Doing,Material,Material,Creative
 straffen ,Doing,Material,Material,Creative
 straf ,Doing,Material,Material,Creative
 straffen ,Doing,Material,Material,Creative
 bestraffer ,Doing,Material,Material,Creative
 strafbaarheid ,Doing,Material,Material,Creative
 strafbaarheid ,Doing,Material,Material,Creative
 straffend,Doing,Material,Material,Creative
over het algemeen ,Doing,Material,Material,Creative
 primeerder ,Doing,Material,Material,Creative
 dominantie ,Doing,Material,Material,Creative
 prevaleert ,Doing,Material,Material,Creative
 prevaleren ,Doing,Material,Material,Creative
 preferent ,Doing,Material,Material,Creative
 prevaleren ,Doing,Material,Material,Creative
 overheersend ,Doing,Material,Material,Creative
 prevalil ,Doing,Material,Material,Creative
 voorlopers ,Doing,Material,Material,Creative
 geprefereerd ,Doing,Material,Material,Creative
 heersend ,Doing,Material,Material,Creative
 prevaleren ,Doing,Material,Material,Creative
 dominantie ,Doing,Material,Material,Creative
 prevaleert ,Doing,Material,Material,Creative
 heersende ,Doing,Material,Material,Creative
 prevalatie ,Doing,Material,Material,Creative
 overwinbaar,Doing,Material,Material,Creative
gekwalificeerd ,Doing,Material,Material,Creative
 Kwalificatie ,Doing,Material,Material,Creative
 qualifier ,Doing,Material,Material,Creative
 Kwalificatie ,Doing,Material,Material,Creative
 Kwalificaties ,Doing,Material,Material,Creative
 qualifient ,Doing,Material,Material,Creative
 kwalificatie ,Doing,Material,Material,Creative
 Kwalificaties ,Doing,Material,Material,Creative
 gekwalificeerden ,Doing,Material,Material,Creative
 kwalificeerbaar ,Doing,Material,Material,Creative
 qualifieerbaar ,Doing,Material,Material,Creative
 kwalificatie ,Doing,Material,Material,Creative
 gekwalificeerd ,Doing,Material,Material,Creative
 Kwalificaties ,Doing,Material,Material,Creative
 qualifiant ,Doing,Material,Material,Creative
 in aanmerking komen ,Doing,Material,Material,Creative
 in aanmerking komen ,Doing,Material,Material,Creative
 in aanmerking komen ,Doing,Material,Material,Creative
 kwalificatie ,Doing,Material,Material,Creative
 Kwalificatie,Doing,Material,Material,Creative
corps ,Doing,Material,Material,Creative
 afgesloten ,Doing,Material,Material,Creative
 heel ,Doing,Material,Material,Creative
 afsluiten ,Doing,Material,Material,Creative
 vrij ,Doing,Material,Material,Creative
 Stoppen ,Doing,Material,Material,Creative
 gefronst ,Doing,Material,Material,Creative
 stoppen ,Doing,Material,Material,Creative
 vrijheid ,Doing,Material,Material,Creative
 stoppen,Doing,Material,Material,Creative
Verhoging ,Doing,Material,Material,Creative
 Verhogen ,Doing,Material,Material,Creative
 Opgevoed ,Doing,Material,Material,Creative
 Verhoging,Doing,Material,Material,Creative
ravagers ,Doing,Material,Material,Creative
 ravagent ,Doing,Material,Material,Creative
 ravaging ,Doing,Material,Material,Creative
 verwoest ,Doing,Material,Material,Creative
 ravage ,Doing,Material,Material,Creative
 ravagant ,Doing,Material,Material,Creative
 ravagemiddel ,Doing,Material,Material,Creative
 verwoestingen ,Doing,Material,Material,Creative
 ravage ,Doing,Material,Material,Creative
 ravager,Doing,Material,Material,Creative
bereiken ,Doing,Material,Material,Creative
 Bereikt ,Doing,Material,Material,Creative
 bereik,Doing,Material,Material,Creative
gelezen ,Doing,Material,Material,Creative
 prijzig ,Doing,Material,Material,Creative
 gelezen ,Doing,Material,Material,Creative
 leesbaarheid ,Doing,Material,Material,Creative
 gelezen ,Doing,Material,Material,Creative
 lezen ,Doing,Material,Material,Creative
 lezen ,Doing,Material,Material,Creative
 Lezen ,Doing,Material,Material,Creative
 leeszaam ,Doing,Material,Material,Creative
 hertoegevoegd ,Doing,Material,Material,Creative
 lezen,Doing,Material,Material,Creative
wederopbouw ,Doing,Material,Material,Creative
 herbouwt ,Doing,Material,Material,Creative
 reconstructeur ,Doing,Material,Material,Creative
 herbouwbaar ,Doing,Material,Material,Creative
 herbouwers ,Doing,Material,Material,Creative
 herbouwd,Doing,Material,Material,Creative
ontvangen ,Doing,Material,Material,Creative
 Receival ,Doing,Material,Material,Creative
 Receivs ,Doing,Material,Material,Creative
 Vorderingen ,Doing,Material,Material,Creative
 te ontvangen ,Doing,Material,Material,Creative
 te ontvangen ,Doing,Material,Material,Creative
 ontvangen ,Doing,Material,Material,Creative
 ontvangen ,Doing,Material,Material,Creative
 ontvangen ,Doing,Material,Material,Creative
 ontvanger ,Doing,Material,Material,Creative
 ontvangen ,Doing,Material,Material,Creative
 ontvangt ,Doing,Material,Material,Creative
 Receivals ,Doing,Material,Material,Creative
 receiveerbaarheid ,Doing,Material,Material,Creative
 Inkomens,Doing,Material,Material,Creative
opnieuw aansluitend ,Doing,Material,Material,Creative
 opnieuw verbinden ,Doing,Material,Material,Creative
 herverbinding ,Doing,Material,Material,Creative
 opnieuw aan te sluiten ,Doing,Material,Material,Creative
 opnieuw verbinden ,Doing,Material,Material,Creative
 opnieuw verbonden ,Doing,Material,Material,Creative
 reconnecties,Doing,Material,Material,Creative
recordatief ,Doing,Material,Material,Creative
 opnamen ,Doing,Material,Material,Creative
 recordator ,Doing,Material,Material,Creative
 blokfluit ,Doing,Material,Material,Creative
 records ,Doing,Material,Material,Creative
 opname ,Doing,Material,Material,Creative
 recorder ,Doing,Material,Material,Creative
 geregistreerd ,Doing,Material,Material,Creative
 recordal ,Doing,Material,Material,Creative
 opneembaarheid ,Doing,Material,Material,Creative
 opname ,Doing,Material,Material,Creative
 recordance ,Doing,Material,Material,Creative
 recorder ,Doing,Material,Material,Creative
 opnames ,Doing,Material,Material,Creative
 opschrijfbaarheid ,Doing,Material,Material,Creative
 recorde ,Doing,Material,Material,Creative
 recordant ,Doing,Material,Material,Creative
 recordables ,Doing,Material,Material,Creative
 opneembaar,Doing,Material,Material,Creative
recyclisch ,Doing,Material,Material,Creative
 recyclaten ,Doing,Material,Material,Creative
 recyclen ,Doing,Material,Material,Creative
 recycleren ,Doing,Material,Material,Creative
 recycler ,Doing,Material,Material,Creative
 recyclen ,Doing,Material,Material,Creative
 recyclers ,Doing,Material,Material,Creative
 recyclaat ,Doing,Material,Material,Creative
 gerecycled ,Doing,Material,Material,Creative
 recycles ,Doing,Material,Material,Creative
 recyclische ,Doing,Material,Material,Creative
 recycleerbare stoffen ,Doing,Material,Material,Creative
 recycleerbaarheid ,Doing,Material,Material,Creative
 recycleerbaarheid ,Doing,Material,Material,Creative
 recycleren ,Doing,Material,Material,Creative
 recyclebaar ,Doing,Material,Material,Creative
 recycleerbaar ,Doing,Material,Material,Creative
 gerecycleerd ,Doing,Material,Material,Creative
 recycling,Doing,Material,Material,Creative
reduceerbaar ,Doing,Material,Material,Creative
 reduceerbaarheid ,Doing,Material,Material,Creative
 vermindert ,Doing,Material,Material,Creative
 vermindering ,Doing,Material,Material,Creative
 met geweld ,Doing,Material,Material,Creative
 reduceerbaar ,Doing,Material,Material,Creative
 vermindering ,Doing,Material,Material,Creative
 verminderbaar ,Doing,Material,Material,Creative
 reducties ,Doing,Material,Material,Creative
 reduceerbaarheid ,Doing,Material,Material,Creative
 r-opleidingen ,Doing,Material,Material,Creative
 reducerend ,Doing,Material,Material,Creative
 reducs ,Doing,Material,Material,Creative
 verlaagd ,Doing,Material,Material,Creative
 reducant ,Doing,Material,Material,Creative
 verminderen ,Doing,Material,Material,Creative
 reductie ,Doing,Material,Material,Creative
 reductie ,Doing,Material,Material,Creative
 reduceerbaarheid ,Doing,Material,Material,Creative
 reducibles ,Doing,Material,Material,Creative
 reducibility ,Doing,Material,Material,Creative
 reducatoren ,Doing,Material,Material,Creative
